brand;link;image;name;dimensions;os;storage
qmobile;https://www.gsmarena.com/qmobile_noir_m300-7334.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-m300.jpg;QMobile Noir M300;180g, 10.4mm thickness;Android 4.4.2;8GB storage, microSDHC
qmobile;https://www.gsmarena.com/qmobile_w1-7331.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-w1.jpg;QMobile W1;10.5mm thickness;Microsoft Windows Phone 8.1;4GB 512MB RAM storage, microSDHC slot
qmobile;https://www.gsmarena.com/qmobile_noir_z8-7315.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-z8.jpg;QMobile Noir Z8;120g, 7.5mm thickness;Android 4.4.2;16GB storage, microSDXC
qmobile;https://www.gsmarena.com/qmobile_noir_a750-7407.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a750.jpg;QMobile Noir A750;158g, 8.9mm thickness;Android 4.2;16GB storage, microSDHC
qmobile;https://www.gsmarena.com/qmobile_linq_x70-7403.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-linq-x70.jpg;QMobile Linq X70;9mm thickness;Android 4.4.2;8GB storage, microSDHC
qmobile;https://www.gsmarena.com/qmobile_noir_a75-7387.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a75.jpg;QMobile Noir A75;10mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot
qmobile;https://www.gsmarena.com/qmobile_noir_i5i-7339.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-i5i.jpg;QMobile Noir i5i;9.8mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDHC slot
qmobile;https://www.gsmarena.com/qmobile_noir_i5-7338.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-i5.jpg;QMobile Noir i5;9.5mm thickness;Android 4.2, up to 4.4;4GB 512MB RAM storage, microSDHC slot
qmobile;https://www.gsmarena.com/qmobile_noir_a550-7408.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-a550.jpg;QMobile Noir A550;8.9mm thickness;Android 4.2, up to 4.4;4GB 1GB RAM storage, microSDHC slot
qmobile;https://www.gsmarena.com/qmobile_noir_v4-7385.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-v4.jpg;QMobile Noir V4;220g, 9.3mm thickness;Android 4.2;16GB storage, no card slot
qmobile;https://www.gsmarena.com/qmobile_noir_z4-7382.php;https://fdn2.gsmarena.com/vv/bigpic/qmobile-noir-z4.jpg;QMobile Noir Z4;7.7mm thickness;Android 4.2;32GB storage, no card slot
sharp;https://www.gsmarena.com/sharp_aquos_zero_2-10259.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-zero2.jpg;Sharp Aquos Zero 2;141g, 8.8mm thickness;Android 10;256GB storage, no card slot
sharp;https://www.gsmarena.com/sharp_aquos_v-9962.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-v.jpg;Sharp Aquos V;173g, 9mm thickness;Android 9.0;64GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_aquos_zero-9512.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-zero.jpg;Sharp Aquos Zero;146g, 8.8mm thickness;Android 9.0;128GB storage, no card slot
sharp;https://www.gsmarena.com/sharp_aquos_r2_compact-9406.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-r2-compact-.jpg;Sharp Aquos R2 compact;135g, 9.3mm thickness;Android 9.0;64GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_aquos_d10-9311.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-d10-.jpg;Sharp Aquos D10;165g, 8mm thickness;Android 8.0, Sharp UI;64GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_aquos_b10-9275.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquous-b10-.jpg;Sharp Aquos B10;175g, 8.8mm thickness;Android 7.0, Sharp UI;32GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_z2-8410.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-z2.jpg;Sharp Z2;160g, 8.4mm thickness;Android 6.0;32GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_ms1-8409.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-ms1.jpg;Sharp MS1;151g, 7.6mm thickness;Android 6.0;64GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_aquos_xx-7252.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-xx.jpg;Sharp Aquos Xx;168g, 8.7mm thickness;Android 5.0;32GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_aquos_crystal_2-7251.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-crystal-2.jpg;Sharp Aquos Crystal 2;154g, 11mm thickness;Android 5.0;16GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_aquos_crystal-6590.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-aquos-crystal.jpg;Sharp Aquos Crystal;141g, 10mm thickness;Android 4.4.2;8GB storage, microSDXC
sharp;https://www.gsmarena.com/sharp_sh530u-5056.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-sh530u.jpg;Sharp SH530U;168.8g, 9.9mm thickness;Android 4.0;20GB storage, microSDHC
sharp;https://www.gsmarena.com/sharp_923sh-2762.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-923sh.jpg;Sharp 923SH;132g, 18.6mm thickness;Feature phone;100MB storage, microSDHC slot
sharp;https://www.gsmarena.com/sharp_825sh-2761.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-825sh.jpg;Sharp 825SH;105g, 14.9mm thickness;Feature phone;50MB storage, microSDHC slot
sharp;https://www.gsmarena.com/sharp_sx862-2371.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-sx862.jpg;Sharp SX862;120g, 18mm thickness;Feature phone;50MB storage, microSD slot
sharp;https://www.gsmarena.com/sharp_gx18-2335.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-gx18.jpg;Sharp GX18;70g, 11.5mm thickness;Feature phone;7MB storage, no card slot
sharp;https://www.gsmarena.com/sharp_880sh-2099.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-880sh.gif;Sharp 880SH;93g, 15mm thickness;Feature phone;50MB storage, microSD slot
sharp;https://www.gsmarena.com/sharp_gx34-2184.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-gx34.jpg;Sharp GX34;87g, 21mm thickness;Feature phone;9MB storage, microSD slot
sharp;https://www.gsmarena.com/sharp_gx40-1466.php;https://fdn2.gsmarena.com/vv/bigpic/sharp-gx40.gif;Sharp GX40;98g, 22mm thickness;Feature phone;miniSD slot
sharp;https://www.gsmarena.com/sharp_902-895.php;https://fdn2.gsmarena.com/vv/bigpic/sh902.gif;Sharp 902;149g, 26mm thickness;Feature phone;26MB storage, SD/MMC slot
sharp;https://www.gsmarena.com/sharp_802-896.php;https://fdn2.gsmarena.com/vv/bigpic/sh802.gif;Sharp 802;149g, 26mm thickness;Feature phone;8MB storage, SD/MMC slot
sharp;https://www.gsmarena.com/sharp_tm200-938.php;https://fdn2.gsmarena.com/vv/bigpic/shtm200.gif;Sharp TM200;120g, 27mm thickness;Feature phone;9MB storage, SD slot
sharp;https://www.gsmarena.com/sharp_gx25_gz200-924.php;https://fdn2.gsmarena.com/vv/bigpic/shgx25.gif;Sharp GX25/GZ200;90g, 23.5mm thickness;Feature phone;No card slot
sharp;https://www.gsmarena.com/sharp_tm150-872.php;https://fdn2.gsmarena.com/vv/bigpic/shtm150.gif;Sharp TM150;113g, 25mm thickness;Feature phone;6MB storage, SD/MMC slot
tecno;https://www.gsmarena.com/tecno_pova-10549.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pova.jpg;Tecno Pova;9.4mm thickness;Android 10, HIOS 7.0;128GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_16-10503.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16.jpg;Tecno Camon 16;207g, 9.2mm thickness;Android 10, HIOS 6.0;64GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_spark_6_air-10548.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark6-air.jpg;Tecno Spark 6 Air;9.3mm thickness;Android 10, HiOS 6.2;32GB/64GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_spark_6-10471.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark6.jpg;Tecno Spark 6;9.2mm thickness;Android 10, HIOS 7.0;64GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_16_premier-10421.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16-premier.jpg;Tecno Camon 16 Premier;203g, 9.1mm thickness;Android 10, HIOS 6.0;128GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_pouvoir_4_pro-10345.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-4-pro.jpg;Tecno Pouvoir 4 Pro;9.2mm thickness;Android 10, HIOS 6.0;64GB/128GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_spark_go-9871.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go.jpg;Tecno Spark Go;174g, 9.2mm thickness;Android 9.0, HIOS 5.0;16GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_pop_2_f-9874.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop-2f.jpg;Tecno Pop 2 F;155g, 9.4mm thickness;Android 8.1 Oreo;16GB storage, microSD
tecno;https://www.gsmarena.com/tecno_pop_2_plus-9875.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop2plus.jpg;Tecno Pop 2 Plus;205g, 9.6mm thickness;Android 8.1 Oreo;16GB storage, microSD
tecno;https://www.gsmarena.com/tecno_phantom_9-9767.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-phantom-9.jpg;Tecno Phantom 9;164.4g, 7.9mm thickness;Android 9.0;128GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_iace2x-9577.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2x.jpg;Tecno Camon iACE2X;150g, 8.5mm thickness;Android 8.1, HIOS 4.1;32GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_iace2-9578.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-iace2.jpg;Tecno Camon iACE2;150g, 8.5mm thickness;Android 8.1, HIOS 4.1;32GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_cx_air-9445.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx-air.jpg;Tecno Camon CX Air;150g, 6.6mm thickness;Android 7.0;16GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_cx-9444.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cx.jpg;Tecno Camon CX;150g, 5.6mm thickness;Android 7.0;16GB/32GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_camon_cm-9443.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-camon-cm.jpg;Tecno Camon CM;150g, 5.6mm thickness;Android 7.0;16GB/32GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_phantom_8-9440.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-phantom8.jpg;Tecno Phantom 8;185g, 7.9mm thickness;Android 7.0;64GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_phantom_6_plus-9439.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-phantom6plus.jpg;Tecno Phantom 6 Plus;196.7g, 7.7mm thickness;Android 7.0;64GB storage, microSDXC
tecno;https://www.gsmarena.com/tecno_phantom_6-9438.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-mobile-phantom6.jpg;Tecno Phantom 6;141.8g, 6.2mm thickness;Android 6.0;32GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_s5702_royale_quattro-9101.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5702.jpg;verykool s5702 Royale Quattro;196g, 9.8mm thickness;Android 7.0;16GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_s5037_apollo_quattro-9100.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5037.jpg;verykool s5037 Apollo Quattro;163g, 10.4mm thickness;Android 7.0;8GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_s5036_apollo-9099.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5036.jpg;verykool s5036 Apollo;163g, 10.4mm thickness;Android 7.0;8GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_s5200_orion-8988.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5204-.jpg;verykool s5200 Orion;164g, 9.6mm thickness;Android 7.0;16GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_s5031_bolt_turbo-8955.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5031.jpg;verykool s5031 Bolt Turbo;145g, 9.5mm thickness;Android 7.0;16GB storage, microSDHC
verykool;https://www.gsmarena.com/verykool_sl5029_bolt_pro_lte-8940.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5029.jpg;verykool sl5029 Bolt Pro LTE;142g, 9.6mm thickness;Android 7.0;8GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_sl4502_fusion_ii-7825.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl4502.jpg;verykool SL4502 Fusion II;107g, 9mm thickness;Android 5.1;8GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_sl5550_maverick_lte-7824.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5550.jpg;verykool SL5550 Maverick LTE;166g, 8.8mm thickness;Android 5.1;16GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_s5518q_maverick-7746.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5518q.jpg;verykool s5518Q Maverick;170g, 8.1mm thickness;Android 4.4.2, up to 5.0;8GB storage, microSDHC
verykool;https://www.gsmarena.com/verykool_s5017q_dorado-7747.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5017q.jpg;verykool s5017Q Dorado;161g, 8.4mm thickness;Android 4.4.2, up to 5.0;8GB storage, microSDHC
verykool;https://www.gsmarena.com/verykool_sl5009_jet-7628.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5009.jpg;verykool sl5009 Jet;165g, 8.9mm thickness;Android 5.1;8GB storage, microSDXC
verykool;https://www.gsmarena.com/verykool_r28_denali-7488.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-r28.jpg;verykool R28 Denali;127g, 15mm thickness;Feature phone;microSDHC slot
verykool;https://www.gsmarena.com/verykool_s470-5707.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s470.jpg;verykool s470;150g, 10.5mm thickness;Android 4.2.1;1GB RAM storage, microSDHC slot
verykool;https://www.gsmarena.com/verykool_i316-5688.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-i316.jpg;verykool i316;69g, 16.4mm thickness;Feature phone;microSDHC slot
verykool;https://www.gsmarena.com/verykool_rs90-5606.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-rs90.jpg;verykool RS90;201g, 12.1mm thickness;Android 4.0;2GB storage, microSDHC slot
verykool;https://www.gsmarena.com/verykool_i126-5484.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-i126.jpg;verykool i126;64g, 14.6mm thickness;Feature phone;microSDHC slot
verykool;https://www.gsmarena.com/verykool_rs75-5454.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-rs75.jpg;verykool RS75;120g, 12.5mm thickness;Android 2.3;microSDHC slot
verykool;https://www.gsmarena.com/verykool_i607-5443.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-i607.jpg;verykool i607;82g, 11mm thickness;Feature phone;microSDHC slot
verykool;https://www.gsmarena.com/verykool_i720-4009.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-i720.jpg;verykool i720;145g, 16.3mm thickness;Feature phone;microSD slot
verykool;https://www.gsmarena.com/verykool_i705-4010.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-i705.jpg;verykool i705;90g, 18.6mm thickness;Feature phone;microSD slot
verykool;https://www.gsmarena.com/verykool_r80-4000.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-r80.jpg;verykool R80;114g, 15.8mm thickness;Feature phone;30MB storage, microSDHC slot
verykool;https://www.gsmarena.com/verykool_r13-4001.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-r13.jpg;verykool R13;73.7g, 14.6mm thickness;Feature phone;microSDHC slot
verykool;https://www.gsmarena.com/verykool_s810-4002.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s810.jpg;verykool s810;101.6g, 13.5mm thickness;Feature phone;23MB storage, microSDHC slot
verykool;https://www.gsmarena.com/verykool_i650-4003.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-i650.jpg;verykool i650;130g, 13.2mm thickness;Feature phone;80MB storage, microSDHC slot
xolo;https://www.gsmarena.com/xolo_era_2x-8520.php;https://fdn2.gsmarena.com/vv/bigpic/lava-xolo-2x.jpg;XOLO Era 2X;9.5mm thickness;Android 6.0;16GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_era_2-8395.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-era-2.jpg;XOLO Era 2;9.2mm thickness;Android 6.0;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_era_1x-8339.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-era-1x.jpg;XOLO Era 1X;8.6mm thickness;Android 6.0;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_era_x-7959.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-era-x.jpg;XOLO Era X;8.5mm thickness;Android 5.1.1, up to 6.0;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_era_4k-7958.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-era-4k.jpg;XOLO Era 4K;9.2mm thickness;Android 5.1.1;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_era_4g-7929.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-era-4g-.jpg;XOLO Era 4G;8.5mm thickness;Android 5.1.1, up to 6.0;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_play_6x_1000-6494.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-play-1000.jpg;XOLO Play 6X-1000;8.5mm thickness;Android 4.4.2;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_q2000l-6495.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-q2000l.jpg;XOLO Q2000L;8.4mm thickness;Android 4.4.2;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_win_q900s-6476.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-q900s-win.jpg;XOLO Win Q900s;100g, 7.2mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_q1000_opus2-6477.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-q1000-opus2-new.jpg;XOLO Q1000 Opus2;9.3mm thickness;Android 4.3;4GB 1GB RAM storage, microSDHC slot
xolo;https://www.gsmarena.com/xolo_q1011-6462.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-q1011.jpg;XOLO Q1011;8.3mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDHC slot
xolo;https://www.gsmarena.com/xolo_q1200-6430.php;https://fdn2.gsmarena.com/vv/bigpic/xolo-q1200.jpg;XOLO Q1200;6.9mm thickness;Android 4.2.2, up to 4.4.2;8GB storage, microSDHC
xolo;https://www.gsmarena.com/xolo_a500-5529.php;https://fdn2.gsmarena.com/vv/bigpic/lava-a500.jpg;XOLO A500;11.8mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot
